# For array of size 150000
# Using Shell Sort
# Total number of iterations = 18
# Total number of swaps = 2461330521
# Iteration | Segments | Swaps
   1     131072       9397
   2      65536      32915
   3      32768      41060
   4      16384      61981
   5       8192      97901
   6       4096     145372
   7       2048     203857
   8       1024     280123
   9        512     411703
  10        256     602919
  11        128     785634
  12         64    1097389
  13         32    1724625
  14         16    2110092
  15          8    2495323
  16          4    4223304
  17          2    7121758
  18          1   15130304
