# For array of size 950000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 2664757342
# Iteration | Segments | Swaps
   1     524288     212594
   2     262144     249334
   3     131072     311023
   4      65536     429039
   5      32768     529936
   6      16384     749374
   7       8192    1140375
   8       4096    1806919
   9       2048    2879107
  10       1024    4337602
  11        512    6432834
  12        256    9286205
  13        128   10930145
  14         64   18829358
  15         32   29379796
  16         16   47698021
  17          8   61329356
  18          4   61749975
  19          2  101013911
  20          1   66364755
