# For array of size 320000
# Using Shell Sort
# Total number of iterations = 19
# Total number of swaps = 942719304
# Iteration | Segments | Swaps
   1     262144      28919
   2     131072      65711
   3      65536      83586
   4      32768     130015
   5      16384     178628
   6       8192     269469
   7       4096     424217
   8       2048     638516
   9       1024     912981
  10        512    1235384
  11        256    1725567
  12        128    2646511
  13         64    3261582
  14         32    4731112
  15         16    6009541
  16          8    7508516
  17          4   18692087
  18          2   13439461
  19          1   58436294
