# For array of size 390000
# Using Shell Sort
# Total number of iterations = 19
# Total number of swaps = 2092724590
# Iteration | Segments | Swaps
   1     262144      63800
   2     131072      65482
   3      65536     137537
   4      32768     173983
   5      16384     237153
   6       8192     350796
   7       4096     555426
   8       2048     845926
   9       1024    1213268
  10        512    1732287
  11        256    2512725
  12        128    3107770
  13         64    5101347
  14         32    6932845
  15         16   11330827
  16          8   15635073
  17          4   18658068
  18          2   25345649
  19          1   22048889
