# For array of size 830000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 719374559
# Iteration | Segments | Swaps
   1     524288     152764
   2     262144     162638
   3     131072     280279
   4      65536     351170
   5      32768     451989
   6      16384     613709
   7       8192     938462
   8       4096    1525515
   9       2048    2421301
  10       1024    3614951
  11        512    5424585
  12        256    7260940
  13        128   11130899
  14         64   12815048
  15         32   19176727
  16         16   30205876
  17          8   45367349
  18          4   48298622
  19          2  120906591
  20          1   98335822
