# For array of size 470000
# Using Shell Sort
# Total number of iterations = 19
# Total number of swaps = 3401945268
# Iteration | Segments | Swaps
   1     262144     104058
   2     131072     120991
   3      65536     150391
   4      32768     214314
   5      16384     292695
   6       8192     451078
   7       4096     707021
   8       2048    1088153
   9       1024    1615600
  10        512    2262175
  11        256    3151310
  12        128    4596882
  13         64    6414566
  14         32    9190114
  15         16   12971877
  16          8   15480556
  17          4   20315599
  18          2   33031988
  19          1   58981669
