# For array of size 190000
# Using Shell Sort
# Total number of iterations = 18
# Total number of swaps = 3117437845
# Iteration | Segments | Swaps
   1     131072      29408
   2      65536      32642
   3      32768      64551
   4      16384      90901
   5       8192     133075
   6       4096     203154
   7       2048     288617
   8       1024     402933
   9        512     560476
  10        256     869091
  11        128    1169118
  12         64    1848630
  13         32    2454427
  14         16    3097285
  15          8    4639766
  16          4    5479875
  17          2    7547232
  18          1   17043165
