# For array of size 560000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 584371831
# Iteration | Segments | Swaps
   1     524288      17837
   2     262144     131137
   3     131072     162117
   4      65536     204553
   5      32768     258984
   6      16384     376991
   7       8192     567823
   8       4096     887031
   9       2048    1390670
  10       1024    2078703
  11        512    2832890
  12        256    3988941
  13        128    5257030
  14         64    8893998
  15         32   12851410
  16         16   17029645
  17          8   18185132
  18          4   24253096
  19          2   48024412
  20          1   77004930
