# For array of size 960000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 2843313578
# Iteration | Segments | Swaps
   1     524288     217956
   2     262144     256339
   3     131072     321002
   4      65536     426976
   5      32768     549673
   6      16384     743270
   7       8192    1146779
   8       4096    1852830
   9       2048    2972444
  10       1024    4512526
  11        512    6613864
  12        256    9587512
  13        128   12619085
  14         64   17785077
  15         32   26651440
  16         16   35313305
  17          8   56892863
  18          4   82681252
  19          2  111028209
  20          1   98277899
