# For array of size 530000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 92285489
# Iteration | Segments | Swaps
   1     524288       2859
   2     262144     131251
   3     131072     160545
   4      65536     203457
   5      32768     258461
   6      16384     347721
   7       8192     524825
   8       4096     836557
   9       2048    1289347
  10       1024    1925465
  11        512    2716673
  12        256    3675034
  13        128    5605642
  14         64    6922174
  15         32   10498279
  16         16   13037143
  17          8   20103560
  18          4   24240596
  19          2   46094155
  20          1   57846521
