# For array of size 370000
# Using Shell Sort
# Total number of iterations = 19
# Total number of swaps = 1758952393
# Iteration | Segments | Swaps
   1     262144      53992
   2     131072      65340
   3      65536     120651
   4      32768     149961
   5      16384     216927
   6       8192     328285
   7       4096     516965
   8       2048     787135
   9       1024    1111495
  10        512    1622411
  11        256    2183219
  12        128    3123851
  13         64    4351198
  14         32    6667739
  15         16    7214634
  16          8    8215655
  17          4   18337406
  18          2   15269654
  19          1   32584701
