# For array of size 800000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 215707924
# Iteration | Segments | Swaps
   1     524288     137580
   2     262144     140686
   3     131072     281269
   4      65536     355183
   5      32768     438632
   6      16384     586549
   7       8192     903318
   8       4096    1445149
   9       2048    2302398
  10       1024    3478005
  11        512    5078010
  12        256    6855145
  13        128    9766831
  14         64   15161917
  15         32   17294826
  16         16   31138105
  17          8   31137901
  18          4   62928100
  19          2   96873432
  20          1  127112705
