# For array of size 550000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 419245254
# Iteration | Segments | Swaps
   1     524288      12817
   2     262144     130799
   3     131072     161313
   4      65536     204221
   5      32768     255988
   6      16384     363388
   7       8192     551782
   8       4096     881126
   9       2048    1358084
  10       1024    2039242
  11        512    2829197
  12        256    4069885
  13        128    5676537
  14         64    7847864
  15         32   10776871
  16         16   16693205
  17          8   27138334
  18          4   22921896
  19          2   55344064
  20          1   84078606
