# For array of size 710000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 3045686401
# Iteration | Segments | Swaps
   1     524288      92700
   2     262144     131495
   3     131072     214851
   4      65536     276833
   5      32768     375240
   6      16384     502870
   7       8192     769797
   8       4096    1235221
   9       2048    1936456
  10       1024    2932863
  11        512    4184768
  12        256    6081199
  13        128    7814662
  14         64   12617324
  15         32   15141150
  16         16   24257601
  17          8   37090162
  18          4   62575628
  19          2   64288558
  20          1   67332455
