# For array of size 990000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 3353383313
# Iteration | Segments | Swaps
   1     524288     233235
   2     262144     277292
   3     131072     350480
   4      65536     433405
   5      32768     594045
   6      16384     781510
   7       8192    1190845
   8       4096    1901332
   9       2048    2978942
  10       1024    4649144
  11        512    6721112
  12        256    9532200
  13        128   13674554
  14         64   22367410
  15         32   26940277
  16         16   40120925
  17          8   52101611
  18          4   85659103
  19          2  127388034
  20          1  139672256
