# For array of size 780000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 4196635156
# Iteration | Segments | Swaps
   1     524288     127470
   2     262144     131048
   3     131072     275380
   4      65536     347488
   5      32768     432296
   6      16384     576625
   7       8192     869527
   8       4096    1402083
   9       2048    2205329
  10       1024    3353855
  11        512    4762277
  12        256    7025725
  13        128   10203179
  14         64   12518613
  15         32   19318837
  16         16   21700277
  17          8   25977514
  18          4   49416736
  19          2   57805948
  20          1  118247721
