# For array of size 500000
# Using Shell Sort
# Total number of iterations = 19
# Total number of swaps = 3894083156
# Iteration | Segments | Swaps
   1     262144     118807
   2     131072     142532
   3      65536     179933
   4      32768     224999
   5      16384     322307
   6       8192     485418
   7       4096     756187
   8       2048    1175670
   9       1024    1744985
  10        512    2405624
  11        256    3397556
  12        128    4479996
  13         64    6523264
  14         32    9197999
  15         16   12036652
  16          8   16774402
  17          4   20764287
  18          2   34753949
  19          1   66582446
