# For array of size 590000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 1080126912
# Iteration | Segments | Swaps
   1     524288      32906
   2     262144     131211
   3     131072     164213
   4      65536     205825
   5      32768     304560
   6      16384     406864
   7       8192     616683
   8       4096     968209
   9       2048    1516328
  10       1024    2266342
  11        512    3145797
  12        256    4414616
  13        128    6169526
  14         64    9163261
  15         32   12588163
  16         16   15125937
  17          8   31182279
  18          4   38397533
  19          2   43438830
  20          1   78243835
