# For array of size 170000
# Using Shell Sort
# Total number of iterations = 18
# Total number of swaps = 2789524668
# Iteration | Segments | Swaps
   1     131072      19423
   2      65536      33019
   3      32768      47022
   4      16384      77328
   5       8192     113981
   6       4096     171793
   7       2048     242686
   8       1024     350911
   9        512     469225
  10        256     674752
  11        128    1000968
  12         64    1275439
  13         32    1832226
  14         16    3137833
  15          8    3869531
  16          4    4353905
  17          2    6145971
  18          1   10409264
