# For array of size 130000
# Using Shell Sort
# Total number of iterations = 17
# Total number of swaps = 2129798657
# Iteration | Segments | Swaps
   1      65536      32325
   2      32768      39031
   3      16384      55805
   4       8192      80252
   5       4096     118740
   6       2048     162719
   7       1024     227516
   8        512     314310
   9        256     444537
  10        128     671364
  11         64     890816
  12         32    1447597
  13         16    2171559
  14          8    1992551
  15          4    2869890
  16          2    3282116
  17          1    6051195
