# For array of size 260000
# Using Shell Sort
# Total number of iterations = 18
# Total number of swaps = 4252649843
# Iteration | Segments | Swaps
   1     131072      64598
   2      65536      78248
   3      32768     100133
   4      16384     138482
   5       8192     205429
   6       4096     311422
   7       2048     471299
   8       1024     650742
   9        512     928669
  10        256    1323067
  11        128    1714090
  12         64    2849227
  13         32    3923669
  14         16    4818232
  15          8    7077629
  16          4    8961113
  17          2   16684330
  18          1   13465948
