# For array of size 790000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 55421147
# Iteration | Segments | Swaps
   1     524288     132736
   2     262144     133861
   3     131072     281836
   4      65536     354659
   5      32768     444049
   6      16384     585891
   7       8192     882314
   8       4096    1420553
   9       2048    2265541
  10       1024    3447454
  11        512    4829448
  12        256    6947643
  13        128    9429431
  14         64   14796486
  15         32   19097869
  16         16   31851967
  17          8   34085181
  18          4   33574198
  19          2   64088813
  20          1  186189035
