# For array of size 510000
# Using Shell Sort
# Total number of iterations = 19
# Total number of swaps = 4069029984
# Iteration | Segments | Swaps
   1     262144     123912
   2     131072     150034
   3      65536     189095
   4      32768     237434
   5      16384     324044
   6       8192     504977
   7       4096     788261
   8       2048    1211146
   9       1024    1819615
  10        512    2482637
  11        256    3514195
  12        128    4641897
  13         64    7159677
  14         32   10639035
  15         16   12999635
  16          8   32544747
  17          4   31092609
  18          2   32279867
  19          1   46621363
