# For array of size 770000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 4032862523
# Iteration | Segments | Swaps
   1     524288     122798
   2     262144     130966
   3     131072     267545
   4      65536     335623
   5      32768     416456
   6      16384     549855
   7       8192     863850
   8       4096    1370766
   9       2048    2152884
  10       1024    3271479
  11        512    4599481
  12        256    6841282
  13        128    8807271
  14         64   13887943
  15         32   18296509
  16         16   24276717
  17          8   24224546
  18          4   62102831
  19          2   55625866
  20          1  125774127
