# For array of size 140000
# Using Shell Sort
# Total number of iterations = 18
# Total number of swaps = 2290470757
# Iteration | Segments | Swaps
   1     131072       4433
   2      65536      32672
   3      32768      40489
   4      16384      58900
   5       8192      86175
   6       4096     130592
   7       2048     184207
   8       1024     264534
   9        512     361845
  10        256     518709
  11        128     731338
  12         64    1067539
  13         32    1483220
  14         16    1817065
  15          8    2582155
  16          4    3560939
  17          2    6084530
  18          1    4898237
