# For array of size 890000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 1688501271
# Iteration | Segments | Swaps
   1     524288     182962
   2     262144     206178
   3     131072     279445
   4      65536     397286
   5      32768     489533
   6      16384     681088
   7       8192    1035252
   8       4096    1642005
   9       2048    2606207
  10       1024    4001114
  11        512    5811258
  12        256    7899514
  13        128   11589058
  14         64   15423849
  15         32   26386766
  16         16   29131070
  17          8   34601650
  18          4   64939087
  19          2  156888174
  20          1  104140609
