# For array of size 350000
# Using Shell Sort
# Total number of iterations = 19
# Total number of swaps = 1434030234
# Iteration | Segments | Swaps
   1     262144      44099
   2     131072      65587
   3      65536     103090
   4      32768     137975
   5      16384     200040
   6       8192     304576
   7       4096     474650
   8       2048     721708
   9       1024    1038598
  10        512    1402953
  11        256    2145849
  12        128    2744907
  13         64    3996164
  14         32    5406737
  15         16    7289888
  16          8   13383638
  17          4   13216645
  18          2   15798406
  19          1   27198684
