# For array of size 600000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 1244256871
# Iteration | Segments | Swaps
   1     524288      37692
   2     262144     130938
   3     131072     164629
   4      65536     215623
   5      32768     301564
   6      16384     406641
   7       8192     620519
   8       4096     985075
   9       2048    1524805
  10       1024    2261749
  11        512    3186432
  12        256    4531128
  13        128    6962600
  14         64    8646745
  15         32   11979087
  16         16   16517898
  17          8   27373459
  18          4   36417014
  19          2   44495196
  20          1   48541890
