# For array of size 450000
# Using Shell Sort
# Total number of iterations = 19
# Total number of swaps = 3068458179
# Iteration | Segments | Swaps
   1     262144      93764
   2     131072     106531
   3      65536     139610
   4      32768     205083
   5      16384     280044
   6       8192     419261
   7       4096     680732
   8       2048    1036952
   9       1024    1465426
  10        512    2163466
  11        256    2991492
  12        128    4135972
  13         64    6208170
  14         32    8155515
  15         16   10582971
  16          8   20449230
  17          4   19774666
  18          2   46833637
  19          1   48111064
