# For array of size 230000
# Using Shell Sort
# Total number of iterations = 18
# Total number of swaps = 3766905712
# Iteration | Segments | Swaps
   1     131072      49397
   2      65536      56646
   3      32768      70564
   4      16384     118440
   5       8192     175926
   6       4096     266885
   7       2048     382660
   8       1024     544670
   9        512     775679
  10        256    1082488
  11        128    1584230
  12         64    2220374
  13         32    2742826
  14         16    4258161
  15          8    6175196
  16          4   11359569
  17          2   12358826
  18          1   22223269
