# For array of size 520000
# Using Shell Sort
# Total number of iterations = 19
# Total number of swaps = 4228540476
# Iteration | Segments | Swaps
   1     262144     129206
   2     131072     156756
   3      65536     198843
   4      32768     251288
   5      16384     343831
   6       8192     509204
   7       4096     803447
   8       2048    1245412
   9       1024    1896671
  10        512    2487391
  11        256    3752464
  12        128    5388654
  13         64    7712013
  14         32   11147087
  15         16   13746418
  16          8   20556313
  17          4   15770031
  18          2   26482882
  19          1   56015773
