# For array of size 340000
# Using Shell Sort
# Total number of iterations = 19
# Total number of swaps = 1276180700
# Iteration | Segments | Swaps
   1     262144      38835
   2     131072      65300
   3      65536      94375
   4      32768     138067
   5      16384     191858
   6       8192     294084
   7       4096     453338
   8       2048     685527
   9       1024     977271
  10        512    1385411
  11        256    1899329
  12        128    2806039
  13         64    3792778
  14         32    5360918
  15         16    6454084
  16          8   10027450
  17          4    9331453
  18          2   20184385
  19          1   23671369
