# For array of size 280000
# Using Shell Sort
# Total number of iterations = 19
# Total number of swaps = 293134667
# Iteration | Segments | Swaps
   1     262144       8979
   2     131072      65598
   3      65536      81128
   4      32768     102037
   5      16384     145994
   6       8192     228520
   7       4096     351913
   8       2048     511891
   9       1024     698720
  10        512    1010242
  11        256    1518792
  12        128    2168665
  13         64    3138896
  14         32    3886542
  15         16    5839427
  16          8    7665311
  17          4    9599410
  18          2   11311157
  19          1   18192921
