# For array of size 640000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 1900016419
# Iteration | Segments | Swaps
   1     524288      57808
   2     262144     131160
   3     131072     166409
   4      65536     260487
   5      32768     323603
   6      16384     435326
   7       8192     678738
   8       4096    1085129
   9       2048    1700410
  10       1024    2573579
  11        512    3612087
  12        256    5263915
  13        128    7019165
  14         64    9298986
  15         32   14688533
  16         16   18387884
  17          8   25038557
  18          4   35636084
  19          2   27301379
  20          1   60803114
