# For array of size 940000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 2517264969
# Iteration | Segments | Swaps
   1     524288     207740
   2     262144     242115
   3     131072     300956
   4      65536     429582
   5      32768     533884
   6      16384     718474
   7       8192    1114827
   8       4096    1792543
   9       2048    2818505
  10       1024    4333059
  11        512    6297346
  12        256    8918874
  13        128   12781492
  14         64   16561620
  15         32   23599895
  16         16   30841487
  17          8   42333899
  18          4   63309288
  19          2   76757131
  20          1  150870180
