# For array of size 620000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 1587153252
# Iteration | Segments | Swaps
   1     524288      47829
   2     262144     130729
   3     131072     165403
   4      65536     238113
   5      32768     298816
   6      16384     430263
   7       8192     654963
   8       4096    1026579
   9       2048    1593341
  10       1024    2346651
  11        512    3408025
  12        256    4726584
  13        128    6945097
  14         64    9417729
  15         32   12715713
  16         16   14373330
  17          8   29419507
  18          4   39733412
  19          2   55708298
  20          1   90611808
