# For array of size 880000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 1541579389
# Iteration | Segments | Swaps
   1     524288     177979
   2     262144     199073
   3     131072     279395
   4      65536     384892
   5      32768     479407
   6      16384     672980
   7       8192    1022076
   8       4096    1642739
   9       2048    2588078
  10       1024    3983761
  11        512    5707354
  12        256    8156552
  13        128   12762628
  14         64   14920035
  15         32   20033964
  16         16   29615540
  17          8   50495685
  18          4   76009872
  19          2   74197395
  20          1  119825318
