# For array of size 870000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 1372782999
# Iteration | Segments | Swaps
   1     524288     172668
   2     262144     191437
   3     131072     279984
   4      65536     372067
   5      32768     483323
   6      16384     650883
   7       8192    1006799
   8       4096    1629019
   9       2048    2576917
  10       1024    3961937
  11        512    5688390
  12        256    7901626
  13        128   10667795
  14         64   15383755
  15         32   24543977
  16         16   24648981
  17          8   57957379
  18          4   60438796
  19          2  174623785
  20          1  101970242
