# For array of size 750000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 3706222603
# Iteration | Segments | Swaps
   1     524288     112614
   2     262144     130985
   3     131072     249452
   4      65536     310785
   5      32768     386763
   6      16384     550914
   7       8192     831288
   8       4096    1324624
   9       2048    2098386
  10       1024    3177383
  11        512    4565801
  12        256    6279989
  13        128    8401027
  14         64   13035724
  15         32   18486717
  16         16   22662049
  17          8   40026832
  18          4   52392528
  19          2   93773490
  20          1   62685045
