# For array of size 660000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 2230117687
# Iteration | Segments | Swaps
   1     524288      67796
   2     262144     130730
   3     131072     171435
   4      65536     277349
   5      32768     347687
   6      16384     467779
   7       8192     707358
   8       4096    1114005
   9       2048    1751538
  10       1024    2650102
  11        512    3593519
  12        256    5367774
  13        128    7574203
  14         64   10682220
  15         32   14185026
  16         16   19318919
  17          8   29986944
  18          4   37470962
  19          2   54756311
  20          1  136023090
