# For array of size 90000
# Using Shell Sort
# Total number of iterations = 17
# Total number of swaps = 1474151115
# Iteration | Segments | Swaps
   1      65536      12139
   2      32768      16478
   3      16384      31532
   4       8192      45911
   5       4096      66400
   6       2048      93780
   7       1024     134301
   8        512     190115
   9        256     263983
  10        128     357693
  11         64     553483
  12         32     757200
  13         16    1021775
  14          8    1742797
  15          4    1753168
  16          2    3229601
  17          1    2983686
