# For array of size 380000
# Using Shell Sort
# Total number of iterations = 19
# Total number of swaps = 1935569614
# Iteration | Segments | Swaps
   1     262144      58877
   2     131072      65477
   3      65536     128814
   4      32768     162255
   5      16384     219917
   6       8192     345083
   7       4096     532732
   8       2048     816813
   9       1024    1173758
  10        512    1611347
  11        256    2232662
  12        128    3087621
  13         64    5108055
  14         32    6885423
  15         16   11335092
  16          8    9968184
  17          4   16998761
  18          2   29461149
  19          1   24479513
