# For array of size 670000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 2381257435
# Iteration | Segments | Swaps
   1     524288      72713
   2     262144     130992
   3     131072     179577
   4      65536     276921
   5      32768     345128
   6      16384     463346
   7       8192     731934
   8       4096    1143101
   9       2048    1799807
  10       1024    2666406
  11        512    3880279
  12        256    5208910
  13        128    8027712
  14         64   10778228
  15         32   15368669
  16         16   17993631
  17          8   29883288
  18          4   35972778
  19          2   50776754
  20          1  117410017
