# For array of size 110000
# Using Shell Sort
# Total number of iterations = 17
# Total number of swaps = 1802244234
# Iteration | Segments | Swaps
   1      65536      22268
   2      32768      24734
   3      16384      41136
   4       8192      62575
   5       4096      91483
   6       2048     127085
   7       1024     173907
   8        512     246972
   9        256     362242
  10        128     530871
  11         64     666286
  12         32     788200
  13         16    1487184
  14          8    1855182
  15          4    4007318
  16          2    2710602
  17          1   12449412
