# For array of size 680000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 2555617073
# Iteration | Segments | Swaps
   1     524288      77825
   2     262144     130939
   3     131072     188998
   4      65536     277343
   5      32768     341875
   6      16384     478103
   7       8192     724653
   8       4096    1175160
   9       2048    1826415
  10       1024    2751789
  11        512    3846102
  12        256    5734554
  13        128    7870872
  14         64   10802519
  15         32   14963562
  16         16   20374249
  17          8   24804752
  18          4   40268356
  19          2   61869887
  20          1   56201127
