# For array of size 760000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 3860696361
# Iteration | Segments | Swaps
   1     524288     117760
   2     262144     130802
   3     131072     258949
   4      65536     323854
   5      32768     397701
   6      16384     554970
   7       8192     846866
   8       4096    1358513
   9       2048    2145064
  10       1024    3278808
  11        512    4664621
  12        256    6425032
  13        128    8900238
  14         64   13028895
  15         32   16897282
  16         16   32213031
  17          8   40038105
  18          4   37097723
  19          2   38756844
  20          1  111441637
