# For array of size 70000
# Using Shell Sort
# Total number of iterations = 17
# Total number of swaps = 1154152919
# Iteration | Segments | Swaps
   1      65536       2196
   2      32768      16281
   3      16384      23280
   4       8192      32397
   5       4096      44841
   6       2048      63785
   7       1024      88353
   8        512     122209
   9        256     180887
  10        128     264173
  11         64     356896
  12         32     478934
  13         16     784217
  14          8     833457
  15          4    1652445
  16          2    2679996
  17          1    2581832
