# For array of size 360000
# Using Shell Sort
# Total number of iterations = 19
# Total number of swaps = 1609476845
# Iteration | Segments | Swaps
   1     262144      48807
   2     131072      65589
   3      65536     112216
   4      32768     138266
   5      16384     213224
   6       8192     324264
   7       4096     499266
   8       2048     747898
   9       1024    1057623
  10        512    1538341
  11        256    2167238
  12        128    3142122
  13         64    4297268
  14         32    5581088
  15         16   10584466
  16          8   12070681
  17          4   14626402
  18          2   36057103
  19          1   23824292
