# For array of size 980000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 3166891445
# Iteration | Segments | Swaps
   1     524288     227646
   2     262144     270553
   3     131072     340542
   4      65536     425464
   5      32768     590050
   6      16384     770355
   7       8192    1178101
   8       4096    1880416
   9       2048    2973071
  10       1024    4635911
  11        512    6675978
  12        256    9575361
  13        128   13930424
  14         64   18017428
  15         32   23870328
  16         16   32779980
  17          8   39721636
  18          4   84180510
  19          2  109016988
  20          1  136501243
