# For array of size 60000
# Using Shell Sort
# Total number of iterations = 16
# Total number of swaps = 982412335
# Iteration | Segments | Swaps
   1      32768      13595
   2      16384      19202
   3       8192      25115
   4       4096      35971
   5       2048      51089
   6       1024      69881
   7        512      98561
   8        256     146526
   9        128     200976
  10         64     276914
  11         32     360186
  12         16     576246
  13          8     881552
  14          4    1239611
  15          2    1061993
  16          1    1564809
