# For array of size 610000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 1412107267
# Iteration | Segments | Swaps
   1     524288      42830
   2     262144     131016
   3     131072     164911
   4      65536     227312
   5      32768     300763
   6      16384     411151
   7       8192     636541
   8       4096    1004819
   9       2048    1593493
  10       1024    2350001
  11        512    3317172
  12        256    4797028
  13        128    6929901
  14         64    9344439
  15         32   13322840
  16         16   20468221
  17          8   24327193
  18          4   27090825
  19          2   70403132
  20          1   58912520
