# For array of size 180000
# Using Shell Sort
# Total number of iterations = 18
# Total number of swaps = 2950163974
# Iteration | Segments | Swaps
   1     131072      24497
   2      65536      32720
   3      32768      55951
   4      16384      80292
   5       8192     126738
   6       4096     190913
   7       2048     268677
   8       1024     368708
   9        512     542592
  10        256     739060
  11        128    1076601
  12         64    1419884
  13         32    2262075
  14         16    2555731
  15          8    4088177
  16          4    6245596
  17          2   12072022
  18          1   12442979
