# For array of size 860000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 1204694822
# Iteration | Segments | Swaps
   1     524288     167587
   2     262144     183669
   3     131072     279348
   4      65536     359327
   5      32768     487110
   6      16384     649653
   7       8192     986628
   8       4096    1576649
   9       2048    2508392
  10       1024    3805551
  11        512    5540310
  12        256    7884775
  13        128   10344531
  14         64   15549434
  15         32   22704773
  16         16   28662613
  17          8   32488666
  18          4   53666474
  19          2   91435918
  20          1   85142730
