# For array of size 490000
# Using Shell Sort
# Total number of iterations = 19
# Total number of swaps = 3734930209
# Iteration | Segments | Swaps
   1     262144     113986
   2     131072     136395
   3      65536     170028
   4      32768     213113
   5      16384     319318
   6       8192     481111
   7       4096     748690
   8       2048    1157240
   9       1024    1725384
  10        512    2338593
  11        256    3402368
  12        128    4641279
  13         64    7082726
  14         32    8221637
  15         16   15167672
  16          8   18091346
  17          4   23790310
  18          2   56454582
  19          1   48303931
