# For array of size 420000
# Using Shell Sort
# Total number of iterations = 19
# Total number of swaps = 2576671941
# Iteration | Segments | Swaps
   1     262144      78883
   2     131072      84681
   3      65536     140052
   4      32768     175215
   5      16384     257928
   6       8192     386912
   7       4096     614881
   8       2048     944557
   9       1024    1371894
  10        512    1876489
  11        256    2663565
  12        128    3833914
  13         64    5061495
  14         32    7335071
  15         16   12780606
  16          8   13751825
  17          4   25052324
  18          2   20239486
  19          1   82477608
