# For array of size 690000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 2728893995
# Iteration | Segments | Swaps
   1     524288      82693
   2     262144     131231
   3     131072     197113
   4      65536     275668
   5      32768     344178
   6      16384     493975
   7       8192     753293
   8       4096    1204984
   9       2048    1885199
  10       1024    2865211
  11        512    3995333
  12        256    5570108
  13        128    7888775
  14         64   12598020
  15         32   16577042
  16         16   20775622
  17          8   37639073
  18          4   52057658
  19          2   52193038
  20          1   59285676
