# For array of size 630000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 1731823115
# Iteration | Segments | Swaps
   1     524288      52738
   2     262144     131194
   3     131072     165981
   4      65536     250406
   5      32768     308148
   6      16384     435128
   7       8192     661105
   8       4096    1054287
   9       2048    1646866
  10       1024    2481592
  11        512    3324637
  12        256    4839283
  13        128    6324385
  14         64    9897842
  15         32   16977454
  16         16   17456851
  17          8   30036874
  18          4   47286789
  19          2   74978219
  20          1   94098213
