# For array of size 580000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 914382446
# Iteration | Segments | Swaps
   1     524288      27848
   2     262144     130940
   3     131072     162815
   4      65536     204182
   5      32768     290745
   6      16384     390209
   7       8192     594559
   8       4096     949331
   9       2048    1485872
  10       1024    2204794
  11        512    3087948
  12        256    4532282
  13        128    6313490
  14         64    8756334
  15         32   12676261
  16         16   19187470
  17          8   26820262
  18          4   34828875
  19          2   64637105
  20          1   44892359
