# For array of size 930000
# Using Shell Sort
# Total number of iterations = 20
# Total number of swaps = 2358995939
# Iteration | Segments | Swaps
   1     524288     203030
   2     262144     234927
   3     131072     291454
   4      65536     429482
   5      32768     535663
   6      16384     711979
   7       8192    1106444
   8       4096    1759252
   9       2048    2796742
  10       1024    4288245
  11        512    6288441
  12        256    9121859
  13        128   13278798
  14         64   15912940
  15         32   21735281
  16         16   35048023
  17          8   45142249
  18          4   63339630
  19          2   92040004
  20          1  274413195
