# For array of size 480000
# Using Shell Sort
# Total number of iterations = 19
# Total number of swaps = 3578260713
# Iteration | Segments | Swaps
   1     262144     109333
   2     131072     128037
   3      65536     160146
   4      32768     214074
   5      16384     302912
   6       8192     461658
   7       4096     727174
   8       2048    1115992
   9       1024    1642819
  10        512    2353934
  11        256    3214400
  12        128    4184009
  13         64    6745824
  14         32    9274045
  15         16   16326516
  16          8   14166449
  17          4   26102472
  18          2   42089607
  19          1   54738410
