# For array of size 270000
# Using Shell Sort
# Total number of iterations = 19
# Total number of swaps = 136415749
# Iteration | Segments | Swaps
   1     262144       3957
   2     131072      65282
   3      65536      80655
   4      32768     101976
   5      16384     141591
   6       8192     212654
   7       4096     331235
   8       2048     492787
   9       1024     696583
  10        512     978704
  11        256    1348568
  12        128    1782335
  13         64    2716887
  14         32    3307352
  15         16    4989655
  16          8    7180325
  17          4    7708647
  18          2   14387723
  19          1   25353872
