# For array of size 290000
# Using Shell Sort
# Total number of iterations = 19
# Total number of swaps = 453001869
# Iteration | Segments | Swaps
   1     262144      14007
   2     131072      65542
   3      65536      81786
   4      32768     102511
   5      16384     158680
   6       8192     236179
   7       4096     365503
   8       2048     544446
   9       1024     766707
  10        512    1078108
  11        256    1471567
  12        128    2024538
  13         64    3000935
  14         32    4160915
  15         16    5720183
  16          8    7655964
  17          4    9675870
  18          2   11660371
  19          1   21398556
