10000 0.0020000000
20000 0.0030000000
30000 0.0060000000
40000 0.0060000000
50000 0.0080000000
60000 0.0100000000
70000 0.0110000000
80000 0.0170000000
90000 0.0150000000
100000 0.0170000000
110000 0.0190000000
120000 0.0280000000
130000 0.0230000000
140000 0.0280000000
150000 0.0270000000
160000 0.0400000000
170000 0.0300000000
180000 0.0430000000
190000 0.0490000000
200000 0.0460000000
210000 0.0490000000
220000 0.0570000000
230000 0.0560000000
240000 0.0580000000
250000 0.0530000000
260000 0.0500000000
270000 0.0520000000
280000 0.0610000000
290000 0.0630000000
300000 0.0590000000
310000 0.0890000000
320000 0.0630000000
330000 0.0750000000
340000 0.0850000000
350000 0.0900000000
360000 0.0890000000
370000 0.0900000000
380000 0.0930000000
390000 0.1010000000
400000 0.0890000000
410000 0.1100000000
420000 0.1050000000
430000 0.1120000000
440000 0.1200000000
450000 0.1150000000
460000 0.1180000000
470000 0.0960000000
480000 0.1250000000
490000 0.1320000000
500000 0.1360000000
510000 0.1350000000
520000 0.1430000000
530000 0.1180000000
540000 0.1450000000
550000 0.1280000000
560000 0.1610000000
570000 0.1930000000
580000 0.1240000000
590000 0.1360000000
600000 0.1350000000
610000 0.1370000000
620000 0.1610000000
630000 0.1600000000
640000 0.1760000000
650000 0.1930000000
660000 0.2000000000
670000 0.2790000000
680000 0.2030000000
690000 0.1990000000
700000 0.2300000000
710000 0.3020000000
720000 0.2210000000
730000 0.2250000000
740000 0.2020000000
750000 0.2530000000
760000 0.3340000000
770000 0.2040000000
780000 0.2030000000
790000 0.2220000000
800000 0.2210000000
810000 0.2360000000
820000 0.2680000000
830000 0.2740000000
840000 0.2670000000
850000 0.2970000000
860000 0.2400000000
870000 0.2490000000
880000 0.2600000000
890000 0.2520000000
900000 0.2490000000
910000 0.2670000000
920000 0.2640000000
930000 0.2570000000
940000 0.2200000000
950000 0.2340000000
960000 0.2600000000
970000 0.2440000000
980000 0.2220000000
990000 0.2290000000
1000000 0.2340000000
