10000 0.0020000000
20000 0.0030000000
30000 0.0060000000
40000 0.0060000000
50000 0.0080000000
60000 0.0110000000
70000 0.0100000000
80000 0.0130000000
90000 0.0150000000
100000 0.0220000000
110000 0.0250000000
120000 0.0210000000
130000 0.0270000000
140000 0.0290000000
150000 0.0320000000
160000 0.0320000000
170000 0.0360000000
180000 0.0330000000
190000 0.0360000000
200000 0.0430000000
210000 0.0410000000
220000 0.0400000000
230000 0.0530000000
240000 0.0490000000
250000 0.0490000000
260000 0.0510000000
270000 0.0530000000
280000 0.0580000000
290000 0.0640000000
300000 0.0640000000
310000 0.0630000000
320000 0.0630000000
330000 0.0680000000
340000 0.0730000000
350000 0.0720000000
360000 0.0770000000
370000 0.0760000000
380000 0.0790000000
390000 0.0840000000
400000 0.0850000000
410000 0.0920000000
420000 0.0870000000
430000 0.0890000000
440000 0.0970000000
450000 0.0990000000
460000 0.1010000000
470000 0.0960000000
480000 0.1040000000
490000 0.1020000000
500000 0.1200000000
510000 0.1040000000
520000 0.1130000000
530000 0.1140000000
540000 0.1190000000
550000 0.1250000000
560000 0.1220000000
570000 0.1220000000
580000 0.1220000000
590000 0.1400000000
600000 0.1320000000
610000 0.1380000000
620000 0.1340000000
630000 0.1470000000
640000 0.1420000000
650000 0.1470000000
660000 0.1520000000
670000 0.1490000000
680000 0.1540000000
690000 0.1520000000
700000 0.1580000000
710000 0.1620000000
720000 0.1700000000
730000 0.1680000000
740000 0.1730000000
750000 0.1770000000
760000 0.1750000000
770000 0.1770000000
780000 0.1750000000
790000 0.1780000000
800000 0.1810000000
810000 0.1900000000
820000 0.1950000000
830000 0.1860000000
840000 0.1920000000
850000 0.1940000000
860000 0.2190000000
870000 0.2030000000
880000 0.2290000000
890000 0.2070000000
900000 0.2150000000
910000 0.2310000000
920000 0.2150000000
930000 0.2140000000
940000 0.2190000000
950000 0.2250000000
960000 0.2230000000
970000 0.2360000000
980000 0.2220000000
990000 0.2280000000
1000000 0.2440000000
